Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access,lsa,Avg_Regional_Speed_Mbps,Subjective_Access_Score,Infrastructure_Efficiency
Navya,Dr. SNS Rajalakshmi College of Arts and ,Hotel-management,3,ChatGPT,2.6,"MCQ Practice, Projects",4,0,Yes,ChatGPT,6,No,Tamil nadu,Laptop,High,Tamil Nadu,8.37137784090909,3,25.114133522727272
Aarohi,Punjab Agricultural University ,Arts,2,Copilot,0.9,Content Writing,3,-1,Yes,Other,4,No,Punjab,Laptop,Poor,Punjab,14.360778216019417,1,14.360778216019417
Prisha,"KMCT Ayurveda Medical College Manassery, Kozhikode ",Medical,1,"ChatGPT, Gemini, Copilot",1.8,Learning new topics,4,1,Yes,Copilot,1,No,Kerala,Laptop,Medium,Kerala,6.3867464539007095,2,12.773492907801419
Ishita,Swami Vivekanand College of Computer Science ,Science,3,Gemini,2.3,"Assignments, Coding Help",3,3,Yes,Other,4,No,Gujarat,Laptop,High,Gujarat,12.089467075892857,3,36.268401227678574
Rakhi,"Don Bosco College, Itanagar ",Commerce,2,Gemini,4.1,"Assignments, Coding Help",2,0,No,Copilot,6,No,Arunachal pradesh,Mobile,Poor,North East,10.2730712890625,1,10.2730712890625
Ramya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,Karnataka,Mobile,High,Karnataka,22.449497767857142,3,67.34849330357143
Sneha,Sant Rocha Singh Degree College ,Science,3,"Gemini, Midjourney",4.3,"Assignments, Coding Help",5,-1,Yes,Other,3,No,Jammu,Laptop,High,Jammu & Kashmir,12.3797607421875,3,37.1392822265625
Divya,Heritage Institute of Hotel and Tourism ,Hotel-management,1,ChatGPT,0.9,Content Writing,5,3,Yes,Gemini,7,No,Uttar pradesh,Mobile,Medium,UP West,8.9968359375,2,17.993671875
Neha,"NIILM University, Kaithal ",Commerce,4,Copilot,1.4,Learning new topics,1,3,Yes,Other,8,Yes,Haryana,Tablet,Poor,Haryana,15.027559106788333,1,15.027559106788333
Pooja,"Gurukul Vidyapeeth, Chandigarh ",Management,4,ChatGPT,2.5,"Assignments, Coding Help",5,0,No,Other,8,Yes,Chandigarh,Tablet,Medium,Punjab,14.360778216019417,2,28.721556432038835
Kavya,"Lady Keane College, Shillong ",Management,1,"Gemini, Midjourney",1.0,"Assignments, Coding Help",1,-1,Yes,ChatGPT,2,No,Meghalaya,Laptop,Medium,North East,10.2730712890625,2,20.546142578125
Aishwarya,Chandigarh University ,Agriculture,2,Copilot,1.1,Learning new topics,2,-3,No,Other,8,No,Punjab,Tablet,Poor,Punjab,14.360778216019417,1,14.360778216019417
Shreya,Sher-e-Kashmir University of Agricultural Sciences and Technology ,Commerce,4,"Gemini, Midjourney",2.6,"MCQ Practice, Projects",3,-1,No,ChatGPT,8,Yes,Jammu,Tablet,High,Jammu & Kashmir,12.3797607421875,3,37.1392822265625
Nandini,Maharshi Dayanand University ,Science,1,"ChatGPT, Gemini, Copilot",4.1,Content Writing,3,-2,Yes,Gemini,4,Yes,Haryana,Laptop,Medium,Haryana,15.027559106788333,2,30.055118213576666
Aarav,The Neotia University ,Pharmacy,3,Gemini,1.8,Content Writing,2,-1,No,Other,3,No,West bengal,Tablet,Poor,West Bengal,32.790161506116206,1,32.790161506116206
Vivaan,Sri Sri University ,Arts,3,Gemini,1.9,"Assignments, Coding Help",1,-3,Yes,Other,9,No,Orissa,Mobile,Medium,Orissa,10.206166294642857,2,20.412332589285715
Aditya,Bharati Vidyapeeth Institute of Management Studies & ,Management,4,Copilot,2.5,"Doubt Solving, Resume Writing",2,0,No,ChatGPT,10,Yes,Maharashtra,Tablet,Poor,Maharashtra,19.392515373995984,1,19.392515373995984
Vihaan,"Global Institute, Amritsar ",Hotel-management,4,Gemini,0.5,"Exam Prep, Notes",3,-1,Yes,Other,8,Yes,Punjab,Mobile,Poor,Punjab,14.360778216019417,1,14.360778216019417
Arjun,Guru Angad Dev Veterinary and Animal Sciences ,Agriculture,2,Copilot,3.9,"Doubt Solving, Resume Writing",4,1,Yes,Copilot,7,Yes,Punjab,Tablet,High,Punjab,14.360778216019417,3,43.08233464805825
Sai,Bhilai Institute of Technology ,Engineering,1,"ChatGPT, Gemini, Copilot",2.0,"Assignments, Coding Help",5,-2,Yes,Copilot,1,Yes,Chhattisgarh,Mobile,High,Madhya Pradesh,8.966440054086538,3,26.899320162259613
Reyansh,"Lachoo Memorial College Science and Technology, Jodhpur ",Science,1,"Gemini, Midjourney",3.6,"Assignments, Coding Help",5,0,No,Gemini,3,Yes,Rajasthan,Mobile,High,Rajasthan,13.64073799070248,3,40.92221397210744
Ayaan,University of Petroleum and Energy Studies ,Management,3,Gemini,0.6,"MCQ Practice, Projects",1,0,No,Gemini,9,No,Uttarakhand,Mobile,Poor,UP West,8.9968359375,1,8.9968359375
Krishna,Punjab Engineering College University of Technology ,Management,2,ChatGPT,3.7,"Exam Prep, Notes",4,0,Yes,Gemini,6,No,Chandigarh,Mobile,High,Punjab,14.360778216019417,3,43.08233464805825
Ishaan,Goa Institute of Management ,Management,1,Copilot,3.2,"Doubt Solving, Resume Writing",3,-3,Yes,Other,7,No,Goa,Mobile,Poor,Maharashtra,19.392515373995984,1,19.392515373995984
Rudra,"Sharda University, School of Business Studies ",Commerce,4,Gemini,2.0,"Doubt Solving, Resume Writing",3,3,No,Other,8,No,Uttar pradesh,Mobile,Poor,UP West,8.9968359375,1,8.9968359375
Dhruv,"Uttaranchal University, Dehradun ",Hotel-management,4,"ChatGPT, Gemini, Copilot",0.6,"Doubt Solving, Resume Writing",5,0,Yes,Copilot,10,Yes,Uttarakhand,Mobile,Medium,UP West,8.9968359375,2,17.993671875
Kabir,Siksha 'O' Anusandhan University ,Science,2,Copilot,4.0,"Assignments, Coding Help",2,2,Yes,ChatGPT,2,No,Orissa,Tablet,Medium,Orissa,10.206166294642857,2,20.412332589285715
Atharv,Bihar Institute of law ,Law,1,ChatGPT,3.7,Learning new topics,2,3,Yes,Gemini,7,Yes,Bihar,Laptop,Poor,Bihar,29.503159466911764,1,29.503159466911764
Om,Mangalayatan University ,Medical,4,ChatGPT,3.9,"Doubt Solving, Resume Writing",2,3,Yes,ChatGPT,1,Yes,Uttar pradesh,Mobile,Poor,UP West,8.9968359375,1,8.9968359375
Anaya,Netaji Subhas University ,Management,2,Copilot,2.6,Learning new topics,1,0,Yes,ChatGPT,5,No,Jharkhand,Mobile,Medium,Bihar,29.503159466911764,2,59.00631893382353
Siya,"Institute of Media Management , Technology & ",Commerce,2,"ChatGPT, Copilot",2.0,"Assignments, Coding Help",4,-2,Yes,Copilot,5,Yes,Uttarakhand,Tablet,Medium,UP West,8.9968359375,2,17.993671875
Diya,"Dr. B R Ambedkar Institute of Technology, Port Blair ",Management,3,"ChatGPT, Gemini, Copilot",3.1,"MCQ Practice, Projects",4,-3,Yes,Gemini,6,Yes,Andaman,Laptop,High,West Bengal,32.790161506116206,3,98.37048451834862
Myra,"ISBM University, Raipur ",Law,4,"Gemini, Midjourney",1.0,"Assignments, Coding Help",1,-1,No,Copilot,9,Yes,Chhattisgarh,Tablet,Medium,Madhya Pradesh,8.966440054086538,2,17.932880108173077
Aadhya,RK University ,Pharmacy,1,Gemini,3.3,Learning new topics,2,3,No,Gemini,8,No,Gujarat,Mobile,High,Gujarat,12.089467075892857,3,36.268401227678574
Riya,"Duliajan College, Dibrugarh ",Engineering,4,"ChatGPT, Gemini, Copilot",1.5,Learning new topics,3,1,Yes,Gemini,5,Yes,Assam,Mobile,Medium,Assam,10.154541015625,2,20.30908203125
Pari,"Institute of Management Studies, Ranchi University ",Hotel-management,3,Gemini,4.0,"Exam Prep, Notes",1,-2,No,ChatGPT,4,Yes,Jharkhand,Tablet,Medium,Bihar,29.503159466911764,2,59.00631893382353
Anika,Ganpat University ,Medical,3,Gemini,0.6,"Assignments, Coding Help",4,-2,Yes,Other,10,No,Gujarat,Tablet,Medium,Gujarat,12.089467075892857,2,24.178934151785715
Ira,"University School of Law, Gujarat University ",Law,4,"ChatGPT, Gemini, Copilot",2.5,Content Writing,5,-2,No,ChatGPT,3,No,Gujarat,Tablet,High,Gujarat,12.089467075892857,3,36.268401227678574
Meera,"Lingaya's Vidyapeeth, Faridabad ",Law,3,"ChatGPT, Copilot",0.5,"Exam Prep, Notes",5,1,No,ChatGPT,6,No,Haryana,Tablet,High,Haryana,15.027559106788333,3,45.082677320365
Saanvi,"Elphinstone College, Mumbai ",Commerce,4,"Gemini, Midjourney",4.5,"Doubt Solving, Resume Writing",1,2,No,Gemini,9,Yes,Maharashtra,Tablet,Poor,Maharashtra,19.392515373995984,1,19.392515373995984
Navya,Asian Institute of Management and Technology ,Science,3,Gemini,2.1,Content Writing,3,3,Yes,Gemini,9,No,Assam,Mobile,High,Assam,10.154541015625,3,30.463623046875
Aarohi,Acharya Bangalore B-School ,Commerce,3,"Gemini, Midjourney",1.5,"Assignments, Coding Help",5,1,No,ChatGPT,7,No,Karnataka,Tablet,Poor,Karnataka,22.449497767857142,1,22.449497767857142
Prisha,"Akal College of Economics, Commerce and Management, ",Science,2,Copilot,2.7,"Assignments, Coding Help",2,3,No,ChatGPT,3,Yes,Himachal pradesh,Laptop,High,Himachal Pradesh,8.273878528225806,3,24.821635584677416
Ishita,Aryabhatta Knowledge University ,Agriculture,3,Gemini,2.4,"Exam Prep, Notes",4,2,No,Copilot,5,No,Bihar,Mobile,Poor,Bihar,29.503159466911764,1,29.503159466911764
Rakhi,Mahe Co-operative Centre for Information Technology ,Management,4,Gemini,3.3,Content Writing,5,-2,Yes,Gemini,2,No,Puducherry,Mobile,Medium,Tamil Nadu,8.37137784090909,2,16.74275568181818
Ramya,Third Eye College ,Hotel-management,1,ChatGPT,2.7,"Assignments, Coding Help",1,2,Yes,Other,10,Yes,Assam,Mobile,Poor,Assam,10.154541015625,1,10.154541015625
Sneha,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,Jharkhand,Laptop,High,Bihar,29.503159466911764,3,88.50947840073529
Divya,"Fazl Ali College, Mokokchung ",Arts,4,ChatGPT,2.2,"Assignments, Coding Help",2,0,No,ChatGPT,1,Yes,Nagaland,Mobile,Poor,North East,10.2730712890625,1,10.2730712890625
Neha,"Osteen College, Bangalore ",Hotel-management,2,"ChatGPT, Copilot",3.8,Content Writing,4,-2,Yes,Copilot,6,Yes,Karnataka,Mobile,Poor,Karnataka,22.449497767857142,1,22.449497767857142
Pooja,Indira Gandhi Institute of Aeronautics ,Management,2,ChatGPT,1.3,"Assignments, Coding Help",4,3,No,ChatGPT,10,No,Chandigarh,Mobile,Poor,Punjab,14.360778216019417,1,14.360778216019417
Kavya,Institute of Science and Management ,Agriculture,4,Copilot,2.6,"MCQ Practice, Projects",4,2,No,Copilot,9,No,Jharkhand,Tablet,High,Bihar,29.503159466911764,3,88.50947840073529
Aishwarya,"Gurugram University, Gurgaon ",Arts,1,Copilot,1.0,Content Writing,2,2,No,Copilot,10,Yes,Haryana,Mobile,High,Haryana,15.027559106788333,3,45.082677320365
Shreya,Baba Balak Nath Post Graduate College ,Science,2,"ChatGPT, Copilot",1.5,Content Writing,4,3,Yes,Gemini,5,Yes,Himachal pradesh,Mobile,Medium,Himachal Pradesh,8.273878528225806,2,16.547757056451612
Nandini,National Institute of Food Technology Entrepreneurship and ,Engineering,3,"Gemini, Midjourney",0.7,"MCQ Practice, Projects",5,-1,No,Copilot,1,Yes,Haryana,Mobile,Medium,Haryana,15.027559106788333,2,30.055118213576666
Aarav,Delhi Technical Campus ,Hotel-management,2,"ChatGPT, Gemini, Copilot",4.2,"Exam Prep, Notes",3,1,No,Other,1,No,Uttar pradesh,Tablet,High,UP West,8.9968359375,3,26.9905078125
Vivaan,"Indian Institute of Information Technology [IIIT], Kottayam ",Engineering,4,"ChatGPT, Gemini, Copilot",4.0,"Exam Prep, Notes",2,1,Yes,Copilot,7,Yes,Kerala,Mobile,Poor,Kerala,6.3867464539007095,1,6.3867464539007095
Aditya,Maharishi Markandeshwar ,Engineering,3,ChatGPT,2.9,"Doubt Solving, Resume Writing",4,0,Yes,ChatGPT,8,No,Himachal pradesh,Tablet,High,Himachal Pradesh,8.273878528225806,3,24.821635584677416
Vihaan,"Vanijya Mahavidhyalaya, Patna ",Management,4,"ChatGPT, Copilot",2.3,Content Writing,1,-1,No,ChatGPT,10,No,Bihar,Tablet,High,Bihar,29.503159466911764,3,88.50947840073529
Arjun,Pt. Ravishankar Shukla University ,Law,2,Copilot,1.9,"Doubt Solving, Resume Writing",4,-3,No,ChatGPT,10,No,Chhattisgarh,Laptop,Poor,Madhya Pradesh,8.966440054086538,1,8.966440054086538
Sai,"Government Degree College, Baramulla ",Commerce,4,"ChatGPT, Copilot",3.0,"Assignments, Coding Help",5,-1,No,Gemini,4,No,Jammu,Laptop,Poor,Jammu & Kashmir,12.3797607421875,1,12.3797607421875
Reyansh,"Shangrila Institute of Hotel Management and Aviation, ",Hotel-management,2,"Gemini, Midjourney",1.1,"Assignments, Coding Help",5,1,No,Other,6,No,Andhra pradesh,Laptop,Medium,Andhra Pradesh,13.047758214613971,2,26.095516429227942
Ayaan,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,Gemini,1.6,"Doubt Solving, Resume Writing",2,2,Yes,Other,6,No,Haryana,Mobile,High,Haryana,15.027559106788333,3,45.082677320365
Krishna,"Udai Pratap College, Varanasi ",Agriculture,1,"ChatGPT, Gemini, Copilot",4.4,Content Writing,5,-2,No,Gemini,6,No,Uttar pradesh,Laptop,Medium,UP West,8.9968359375,2,17.993671875
Ishaan,"Madanapalle Institute of Technology & Science, Madanapalle ",Arts,1,"ChatGPT, Gemini, Copilot",0.6,"Assignments, Coding Help",2,-3,No,Other,8,Yes,Andhra pradesh,Tablet,High,Andhra Pradesh,13.047758214613971,3,39.14327464384191
Rudra,Royal Global University ,Science,3,ChatGPT,2.6,"Assignments, Coding Help",1,-3,Yes,Copilot,8,Yes,Assam,Laptop,Medium,Assam,10.154541015625,2,20.30908203125
Dhruv,"Goa University, North Goa ",Law,2,"Gemini, Midjourney",3.2,Content Writing,4,1,No,Other,8,No,Goa,Laptop,Poor,Maharashtra,19.392515373995984,1,19.392515373995984
Kabir,Sri Ramakrishna Engineering College ,Engineering,1,"ChatGPT, Copilot",3.2,Learning new topics,5,3,Yes,Gemini,6,No,Tamil nadu,Tablet,Medium,Tamil Nadu,8.37137784090909,2,16.74275568181818
Atharv,Sarala Birla University ,Engineering,3,"ChatGPT, Copilot",2.9,"Doubt Solving, Resume Writing",2,2,No,Gemini,10,No,Jharkhand,Laptop,Poor,Bihar,29.503159466911764,1,29.503159466911764
Om,Dr. C.V. Raman University ,Management,2,"Gemini, Midjourney",2.2,"Doubt Solving, Resume Writing",2,-2,No,Gemini,8,No,Chhattisgarh,Tablet,High,Madhya Pradesh,8.966440054086538,3,26.899320162259613
Anaya,GH Raisoni College of Engineering ,Engineering,2,"ChatGPT, Copilot",3.4,"MCQ Practice, Projects",1,2,Yes,Other,2,Yes,Maharashtra,Laptop,High,Maharashtra,19.392515373995984,3,58.17754612198795
Siya,"Aizawl Theological College-[ATC], Aizawl ",Arts,3,ChatGPT,1.8,"MCQ Practice, Projects",1,-1,No,Copilot,1,Yes,Mizoram,Mobile,Poor,North East,10.2730712890625,1,10.2730712890625
Diya,Chhatrapati Shahu Ji Maharaj University ,Commerce,3,Copilot,1.8,"Assignments, Coding Help",1,0,Yes,Other,5,No,Uttar pradesh,Tablet,Medium,UP West,8.9968359375,2,17.993671875
Myra,"St Xavier's College, Ahmedabad ",Commerce,4,"Gemini, Midjourney",1.1,Learning new topics,2,-2,Yes,ChatGPT,9,Yes,Gujarat,Laptop,Medium,Gujarat,12.089467075892857,2,24.178934151785715
Aadhya,"OPJS University, Churu ",Pharmacy,3,Gemini,1.4,Learning new topics,5,-3,No,Other,4,No,Rajasthan,Mobile,Medium,Rajasthan,13.64073799070248,2,27.28147598140496
Riya,"Ranchi University, Ranchi ",Commerce,1,Gemini,3.2,Content Writing,1,-3,Yes,Copilot,2,Yes,Jharkhand,Laptop,High,Bihar,29.503159466911764,3,88.50947840073529
Pari,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,No,Jammu,Mobile,Medium,Jammu & Kashmir,12.3797607421875,2,24.759521484375
Anika,"AVVM Sri Pushpam College, Thanjavur ",Law,4,Copilot,1.0,Content Writing,5,3,Yes,Gemini,6,No,Tamil nadu,Tablet,High,Tamil Nadu,8.37137784090909,3,25.114133522727272
Ira,Centurion University of Technology and Management ,Medical,1,Copilot,2.3,Content Writing,4,-3,Yes,ChatGPT,6,No,Andhra pradesh,Tablet,Poor,Andhra Pradesh,13.047758214613971,1,13.047758214613971
Meera,St. Thomas College of Engineering and Technology- ,Engineering,4,"ChatGPT, Gemini, Copilot",3.8,Learning new topics,5,1,Yes,Copilot,1,Yes,Kerala,Laptop,Poor,Kerala,6.3867464539007095,1,6.3867464539007095
Saanvi,Christian College of Engineering and Technology ,Engineering,2,Copilot,2.7,"MCQ Practice, Projects",4,-2,Yes,Other,8,No,Chhattisgarh,Laptop,Medium,Madhya Pradesh,8.966440054086538,2,17.932880108173077
Navya,O. P. Jindal Global University ,Law,4,Gemini,1.4,Content Writing,2,1,No,Gemini,5,Yes,Haryana,Mobile,Poor,Haryana,15.027559106788333,1,15.027559106788333
Aarohi,"Vels Institute of Science, Technology & Advanced ",Medical,4,Gemini,2.5,"Assignments, Coding Help",5,-1,No,Copilot,9,Yes,Tamil nadu,Mobile,Poor,Tamil Nadu,8.37137784090909,1,8.37137784090909
Prisha,Amity Global Business School ,Management,2,ChatGPT,2.6,"Assignments, Coding Help",1,3,Yes,ChatGPT,9,No,Chandigarh,Tablet,Poor,Punjab,14.360778216019417,1,14.360778216019417
Ishita,Institute of Hotel Management Catering Technology and ,Hotel-management,2,Copilot,1.9,"Assignments, Coding Help",5,1,Yes,ChatGPT,10,No,Maharashtra,Mobile,Poor,Maharashtra,19.392515373995984,1,19.392515373995984
Rakhi,"Presidency University, School of Management, Bangalore ",Management,2,"ChatGPT, Gemini, Copilot",3.8,Learning new topics,4,2,No,ChatGPT,5,Yes,Karnataka,Laptop,High,Karnataka,22.449497767857142,3,67.34849330357143
Ramya,Horticultural College and Research Institute ,Agriculture,1,"ChatGPT, Gemini, Copilot",1.6,"Exam Prep, Notes",3,2,No,Other,7,No,Tamil nadu,Mobile,Medium,Tamil Nadu,8.37137784090909,2,16.74275568181818
Sneha,Indian Institute of Space Science and Technology ,Engineering,3,"Gemini, Midjourney",3.4,"MCQ Practice, Projects",2,-3,No,Other,7,No,Kerala,Laptop,Medium,Kerala,6.3867464539007095,2,12.773492907801419
Divya,Tilka Manjhi Bhagalpur University ,Commerce,3,"ChatGPT, Gemini, Copilot",2.2,Content Writing,5,3,No,Copilot,7,No,Bihar,Laptop,Poor,Bihar,29.503159466911764,1,29.503159466911764
Neha,"Shri Shikshayatan College, Kolkata ",Commerce,4,"ChatGPT, Gemini, Copilot",1.9,Content Writing,1,0,No,Gemini,6,No,West bengal,Tablet,High,West Bengal,32.790161506116206,3,98.37048451834862
Pooja,"IIKM Business School, Chennai ",Management,3,ChatGPT,2.6,"MCQ Practice, Projects",5,-3,Yes,Copilot,5,Yes,Tamil nadu,Laptop,Poor,Tamil Nadu,8.37137784090909,1,8.37137784090909
Kavya,"Amity University, Mumbai ",Engineering,2,"ChatGPT, Copilot",2.8,"Doubt Solving, Resume Writing",1,-2,No,Other,1,Yes,Maharashtra,Mobile,High,Maharashtra,19.392515373995984,3,58.17754612198795
Aishwarya,Sri Guru Ram Das Institute of Dental ,Medical,4,"Gemini, Midjourney",2.8,Content Writing,4,-1,No,Copilot,7,No,Punjab,Tablet,Medium,Punjab,14.360778216019417,2,28.721556432038835
Shreya,K L University ,Arts,2,ChatGPT,2.7,"Exam Prep, Notes",4,1,No,Copilot,10,Yes,Andhra pradesh,Laptop,High,Andhra Pradesh,13.047758214613971,3,39.14327464384191
Nandini,Garden City University ,Hotel-management,3,"ChatGPT, Gemini, Copilot",1.3,Learning new topics,2,-2,Yes,Gemini,6,No,Karnataka,Mobile,Medium,Karnataka,22.449497767857142,2,44.898995535714285
Aarav,Institute of Management Study ,Hotel-management,4,"ChatGPT, Copilot",3.7,"Exam Prep, Notes",5,-2,Yes,Copilot,9,Yes,West bengal,Mobile,High,West Bengal,32.790161506116206,3,98.37048451834862
Vivaan,Sun International Institute for Tourism & Management- ,Hotel-management,2,"ChatGPT, Gemini, Copilot",2.5,"Exam Prep, Notes",2,3,No,ChatGPT,8,Yes,Andhra pradesh,Mobile,Medium,Andhra Pradesh,13.047758214613971,2,26.095516429227942
Aditya,"Directorate of Distance Education, University Of Kashmir, ",Commerce,4,Gemini,0.8,"Exam Prep, Notes",3,2,Yes,ChatGPT,8,No,Jammu,Laptop,Medium,Jammu & Kashmir,12.3797607421875,2,24.759521484375
Vihaan,"Lal Bahadur Shastri Government Degree College, Shimla ",Commerce,4,"Gemini, Midjourney",3.8,Content Writing,1,1,No,Gemini,6,No,Himachal pradesh,Laptop,High,Himachal Pradesh,8.273878528225806,3,24.821635584677416
Arjun,Punjab Engineering College University of Technology ,Science,3,"ChatGPT, Copilot",4.1,"Assignments, Coding Help",2,-2,Yes,ChatGPT,2,No,Haryana,Laptop,Medium,Haryana,15.027559106788333,2,30.055118213576666
Sai,"Vinayakrao Patil Mahavidyalaya, Aurangabad ",Arts,2,"Gemini, Midjourney",1.5,Learning new topics,2,3,No,ChatGPT,9,No,Maharashtra,Tablet,High,Maharashtra,19.392515373995984,3,58.17754612198795
Reyansh,SRM Institute of Technology ,Agriculture,2,"ChatGPT, Gemini, Copilot",3.4,"Exam Prep, Notes",5,2,Yes,Gemini,4,No,Tamil nadu,Laptop,Medium,Tamil Nadu,8.37137784090909,2,16.74275568181818
Ayaan,Indian Institute of Management ,Management,1,"ChatGPT, Copilot",0.6,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,Rajasthan,Laptop,Medium,Rajasthan,13.64073799070248,2,27.28147598140496
Krishna,Andhra University ,Law,1,ChatGPT,1.6,"Doubt Solving, Resume Writing",3,-2,No,Other,9,No,Andhra pradesh,Tablet,Medium,Andhra Pradesh,13.047758214613971,2,26.095516429227942
Ishaan,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,"ChatGPT, Copilot",2.0,Learning new topics,3,0,No,ChatGPT,9,No,Chandigarh,Mobile,Medium,Punjab,14.360778216019417,2,28.721556432038835
Rudra,Osmania Medical College ,Medical,4,"ChatGPT, Gemini, Copilot",1.2,"Exam Prep, Notes",2,-1,No,Other,7,Yes,Telangana,Laptop,High,Andhra Pradesh,13.047758214613971,3,39.14327464384191
Dhruv,Sri Venkateswara College of Engineering and Technology ,Engineering,4,"ChatGPT, Copilot",1.0,Learning new topics,3,2,Yes,Gemini,9,No,Andhra pradesh,Tablet,High,Andhra Pradesh,13.047758214613971,3,39.14327464384191
Kabir,"J.C. Bose University Of Science And Technology, ",Science,1,ChatGPT,2.7,"MCQ Practice, Projects",1,1,Yes,Gemini,6,No,Haryana,Tablet,Poor,Haryana,15.027559106788333,1,15.027559106788333
Atharv,Maharshi Dayanand University ,Arts,3,Copilot,2.2,Learning new topics,2,0,No,Copilot,6,Yes,Haryana,Tablet,Medium,Haryana,15.027559106788333,2,30.055118213576666
Om,"IEC Group of Institutions, Greater Noida ",Hotel-management,4,"ChatGPT, Gemini, Copilot",2.9,"MCQ Practice, Projects",1,1,Yes,Copilot,10,Yes,Uttar pradesh,Tablet,Poor,UP West,8.9968359375,1,8.9968359375
Anaya,"PCTE Group of Institutes, Ludhiana ",Agriculture,1,"ChatGPT, Gemini, Copilot",0.8,"MCQ Practice, Projects",4,2,No,Copilot,1,Yes,Punjab,Laptop,Poor,Punjab,14.360778216019417,1,14.360778216019417
Siya,"St Bede's College, Shimla ",Science,1,"ChatGPT, Copilot",1.7,"Exam Prep, Notes",5,0,Yes,ChatGPT,1,Yes,Himachal pradesh,Tablet,Poor,Himachal Pradesh,8.273878528225806,1,8.273878528225806
